DATE       ,MAX_TEMPERATURE_C ,MIN_TEMPERATURE_C ,WINDSPEED_MAX_KMH ,TEMPERATURE_MORNING_C ,TEMPERATURE_NOON_C ,TEMPERATURE_EVENING_C ,PRECIP_TOTAL_DAY_MM ,HUMIDITY_MAX_PERCENT ,VISIBILITY_AVG_KM ,PRESSURE_MAX_MB ,CLOUDCOVER_AVG_PERCENT ,HEATINDEX_MAX_C ,DEWPOINT_MAX_C ,WINDTEMP_MAX_C ,WEATHER_CODE_MORNING ,WEATHER_CODE_NOON ,WEATHER_CODE_EVENING ,TOTAL_SNOW_MM ,UV_INDEX ,SUNHOUR ,OPINION                ,SUNSET   ,SUNRISE  ,TEMPERATURE_NIGHT_C
2019-01-01 ,1                 ,-11               ,               18 ,0                     ,-1                 ,-10                   ,               29.5 ,                  95 ,            7.875 ,           1025 ,                54.75  ,              1 ,             0 ,-11            ,                 338 ,              323 ,                 113 ,         13   ,       1 ,    8.7 ,météo très défavorable ,16:21:00 ,07:35:00 ,1
2019-01-02 ,-9                ,-18               ,                6 ,-18                   ,-9                 ,-12                   ,                0   ,                  73 ,           10     ,           1030 ,                38.25  ,              0 ,             0 ,-21            ,                 113 ,              113 ,                 122 ,          0   ,       2 ,    8.7 ,météo très défavorable ,16:22:00 ,07:35:00 ,-18
2019-01-03 ,-6                ,-13               ,               12 ,-13                   ,-7                 ,-7                    ,                5.6 ,                  95 ,            6.375 ,           1017 ,                94.875 ,              0 ,             0 ,-18            ,                 338 ,              326 ,                 326 ,          4.8 ,       1 ,    5.1 ,météo très défavorable ,16:23:00 ,07:35:00 ,-13
2019-01-04 ,2                 ,-4                ,               17 ,0                     ,2                  ,1                     ,                1.5 ,                  93 ,            7.75  ,           1011 ,                91.125 ,              2 ,             1 ,-5             ,                 338 ,              122 ,                 119 ,          1.3 ,       1 ,    3.3 ,météo très défavorable ,16:24:00 ,07:35:00 ,-2
2019-01-05 ,0                 ,-3                ,               10 ,-3                    ,0                  ,-1                    ,                0.2 ,                  99 ,            7.5   ,           1007 ,                71.125 ,              0 ,             0 ,-3             ,                 116 ,              248 ,                 326 ,          0.2 ,       2 ,    5.1 ,météo très défavorable ,16:25:00 ,07:34:00 ,-2
2019-01-06 ,-1                ,-11               ,               23 ,-4                    ,-4                 ,-9                    ,                0.7 ,                  92 ,            8.375 ,           1029 ,                49.875 ,              0 ,             0 ,-13            ,                 332 ,              329 ,                 113 ,          0.6 ,       1 ,    8.7 ,météo très défavorable ,16:26:00 ,07:34:00 ,-2
2019-01-07 ,-10               ,-13               ,                8 ,-13                   ,-10                ,-12                   ,                0   ,                  77 ,           10     ,           1036 ,                49.375 ,              0 ,             0 ,-17            ,                 113 ,              113 ,                 122 ,          0   ,       2 ,    5.1 ,météo très défavorable ,16:27:00 ,07:34:00 ,-12
2019-01-08 ,2                 ,-9                ,               19 ,-2                    ,2                  ,0                     ,               14.2 ,                  95 ,            5.25  ,           1019 ,               100     ,              2 ,             1 ,-9             ,                 230 ,              296 ,                 122 ,          2.7 ,       1 ,    3.4 ,météo très défavorable ,16:28:00 ,07:34:00 ,-3
2019-01-09 ,0                 ,-2                ,               12 ,-2                    ,0                  ,-1                    ,                9.3 ,                  96 ,            2.375 ,           1000 ,               100     ,              0 ,             0 ,-6             ,                 338 ,              338 ,                 338 ,          7.9 ,       1 ,    3.4 ,météo très défavorable ,16:29:00 ,07:34:00 ,-2
2019-01-10 ,-2                ,-13               ,               21 ,-2                    ,-4                 ,-9                    ,                3.9 ,                  84 ,            4.75  ,           1014 ,                94.375 ,              0 ,             0 ,-14            ,                 338 ,              329 ,                 332 ,          3.3 ,       1 ,    3.4 ,météo très défavorable ,16:31:00 ,07:33:00 ,-3
2019-01-11 ,-15               ,-19               ,               21 ,-19                   ,-16                ,-17                   ,                0.4 ,                  84 ,            8.375 ,           1030 ,                69.5   ,              0 ,             0 ,-29            ,                 329 ,              119 ,                 116 ,          0.3 ,       1 ,    3.4 ,météo très défavorable ,16:32:00 ,07:33:00 ,-16
2019-01-12 ,-14               ,-19               ,               10 ,-19                   ,-14                ,-16                   ,                0   ,                  90 ,           10     ,           1037 ,                16     ,              0 ,             0 ,-27            ,                 113 ,              113 ,                 113 ,          0   ,       2 ,    8.7 ,météo très défavorable ,16:33:00 ,07:32:00 ,-18
2019-01-13 ,-12               ,-20               ,                5 ,-20                   ,-12                ,-17                   ,                0   ,                  94 ,           10     ,           1037 ,                15.75  ,              0 ,             0 ,-20            ,                 113 ,              113 ,                 113 ,          0   ,       2 ,    8.7 ,météo très défavorable ,16:34:00 ,07:32:00 ,-19
2019-01-14 ,-11               ,-18               ,                7 ,-18                   ,-11                ,-13                   ,                0   ,                  90 ,           10     ,           1032 ,                52     ,              0 ,             0 ,-21            ,                 113 ,              116 ,                 122 ,          0   ,       2 ,    5.2 ,météo très défavorable ,16:35:00 ,07:31:00 ,-18
2019-01-15 ,-3                ,-13               ,                9 ,-9                    ,-4                 ,-5                    ,                1.3 ,                  96 ,            5.125 ,           1021 ,                96.625 ,              0 ,             0 ,-13            ,                 338 ,              332 ,                 326 ,          1.1 ,       1 ,    3.4 ,météo très défavorable ,16:37:00 ,07:31:00 ,-10
2019-01-16 ,-1                ,-16               ,               27 ,-2                    ,-1                 ,-14                   ,                3   ,                  86 ,            5     ,           1026 ,                62.875 ,              0 ,             0 ,-15            ,                 338 ,              230 ,                 113 ,          1.7 ,       1 ,    5.2 ,météo très défavorable ,16:38:00 ,07:30:00 ,-3
2019-01-17 ,-16               ,-20               ,                6 ,-20                   ,-16                ,-18                   ,                0   ,                  89 ,           10     ,           1033 ,                19.375 ,              0 ,             0 ,-28            ,                 113 ,              116 ,                 113 ,          0   ,       2 ,    8.7 ,météo très défavorable ,16:39:00 ,07:30:00 ,-20
2019-01-18 ,-5                ,-17               ,                9 ,-14                   ,-5                 ,-10                   ,                3.3 ,                  97 ,            5.75  ,           1024 ,                72.625 ,              0 ,             0 ,-19            ,                 338 ,              338 ,                 335 ,          2.8 ,       1 ,    5.2 ,météo très défavorable ,16:41:00 ,07:29:00 ,-16
2019-01-19 ,-18               ,-24               ,               13 ,-24                   ,-23                ,-22                   ,                1   ,                  87 ,            8     ,           1034 ,                70.5   ,              0 ,             0 ,-33            ,                 116 ,              122 ,                 338 ,          0.9 ,       2 ,    3.4 ,météo très défavorable ,16:42:00 ,07:28:00 ,-21
2019-01-20 ,-15               ,-21               ,               23 ,-16                   ,-15                ,-18                   ,               33.6 ,                  97 ,            1.25  ,           1022 ,               100     ,              0 ,             0 ,-27            ,                 230 ,              230 ,                 338 ,          7.8 ,       1 ,    3.4 ,météo très défavorable ,16:43:00 ,07:28:00 ,-18
2019-01-21 ,-15               ,-21               ,               17 ,-21                   ,-17                ,-17                   ,                2.6 ,                  90 ,            4.125 ,           1027 ,                73.625 ,              0 ,             0 ,-30            ,                 338 ,              338 ,                 335 ,          2.2 ,       1 ,    3.4 ,météo très défavorable ,16:45:00 ,07:27:00 ,-20
2019-01-22 ,-15               ,-22               ,               14 ,-22                   ,-17                ,-19                   ,                0   ,                  91 ,           10     ,           1038 ,                33     ,              0 ,             0 ,-31            ,                 113 ,              116 ,                 119 ,          0   ,       2 ,    8.7 ,météo très défavorable ,16:46:00 ,07:26:00 ,-21
2019-01-23 ,2                 ,-12               ,               14 ,-7                    ,-3                 ,-0                    ,               19.4 ,                  97 ,            4.5   ,           1029 ,                98.875 ,              2 ,             2 ,-13            ,                 338 ,              338 ,                 320 ,          8.9 ,       1 ,    3.5 ,météo très défavorable ,16:48:00 ,07:25:00 ,-9
2019-01-24 ,3                 ,-6                ,               13 ,3                     ,2                  ,-3                    ,               39.5 ,                 100 ,            6.5   ,           1004 ,                86.75  ,              3 ,             3 ,-4             ,                 308 ,              308 ,                 335 ,          3.1 ,       1 ,    3.5 ,météo très défavorable ,16:49:00 ,07:24:00 ,3
2019-01-25 ,-3                ,-15               ,               13 ,-15                   ,-3                 ,-10                   ,                0.9 ,                  92 ,            8.625 ,           1018 ,                51.25  ,              0 ,             0 ,-20            ,                 116 ,              332 ,                 371 ,          0.8 ,       2 ,    3.5 ,météo très défavorable ,16:50:00 ,07:23:00 ,-12
2019-01-26 ,-11               ,-16               ,                7 ,-15                   ,-11                ,-16                   ,                0.6 ,                  94 ,            8.125 ,           1026 ,                85.75  ,              0 ,             0 ,-18            ,                 332 ,              332 ,                 116 ,          0.5 ,       1 ,    5.2 ,météo très défavorable ,16:52:00 ,07:22:00 ,-14
2019-01-27 ,-2                ,-16               ,               20 ,-12                   ,-2                 ,-9                    ,                7.4 ,                  90 ,            5.875 ,           1024 ,                78.25  ,              0 ,             0 ,-18            ,                 332 ,              230 ,                 335 ,          3.6 ,       1 ,    5.2 ,météo très défavorable ,16:53:00 ,07:21:00 ,-14
2019-01-28 ,-17               ,-23               ,               11 ,-23                   ,-17                ,-21                   ,                0.1 ,                  86 ,           10     ,           1027 ,                24.75  ,              0 ,             0 ,-31            ,                 113 ,              113 ,                 116 ,          0   ,       1 ,    8.7 ,météo très défavorable ,16:55:00 ,07:20:00 ,-20
2019-01-29 ,-4                ,-19               ,               15 ,-15                   ,-4                 ,-6                    ,               12   ,                  97 ,            4     ,           1020 ,                98.375 ,              0 ,             0 ,-23            ,                 338 ,              338 ,                 338 ,         10.2 ,       1 ,    3.5 ,météo très défavorable ,16:56:00 ,07:19:00 ,-18
2019-01-30 ,-6                ,-15               ,               27 ,-8                    ,-12                ,-13                   ,                9.3 ,                  74 ,            4.875 ,           1011 ,                88.25  ,              0 ,             0 ,-21            ,                 335 ,              332 ,                 335 ,          7.4 ,       1 ,    3.5 ,météo très défavorable ,16:58:00 ,07:18:00 ,-6
2019-01-31 ,-15               ,-18               ,               28 ,-18                   ,-17                ,-15                   ,                0.3 ,                  68 ,            8     ,           1020 ,                90.25  ,              0 ,             0 ,-27            ,                 122 ,              227 ,                 326 ,          0.1 ,       1 ,    3.5 ,météo très défavorable ,16:59:00 ,07:17:00 ,-18
2019-02-01 ,-14               ,-20               ,               22 ,-17                   ,-15                ,-15                   ,                0.2 ,                  65 ,            9.375 ,           1026 ,                55.875 ,              0 ,             0 ,-25            ,                 119 ,              116 ,                 116 ,          0.1 ,       1 ,    7   ,météo très défavorable ,17:01:00 ,07:16:00 ,-17
2019-02-02 ,-7                ,-18               ,               15 ,-18                   ,-12                ,-9                    ,                4.9 ,                  92 ,            7     ,           1025 ,                67.625 ,              0 ,             0 ,-23            ,                 326 ,              338 ,                 335 ,          4.2 ,       2 ,    3.7 ,météo très défavorable ,17:02:00 ,07:15:00 ,-17
2019-02-03 ,-10               ,-16               ,               10 ,-16                   ,-10                ,-10                   ,                4   ,                  97 ,            6.75  ,           1022 ,                89.5   ,              0 ,             0 ,-23            ,                 122 ,              143 ,                 338 ,          3.4 ,       2 ,    3.7 ,météo très défavorable ,17:04:00 ,07:13:00 ,-16
2019-02-04 ,0                 ,-9                ,                6 ,-4                    ,-1                 ,-1                    ,                3.1 ,                  98 ,            1.5   ,           1016 ,               100     ,              0 ,             0 ,-5             ,                 284 ,              260 ,                 284 ,          0   ,       1 ,    3.7 ,météo très défavorable ,17:05:00 ,07:12:00 ,-7
2019-02-05 ,4                 ,-10               ,               25 ,3                     ,1                  ,-8                    ,               16.6 ,                 100 ,            6.125 ,           1026 ,                62.875 ,              4 ,             4 ,-8             ,                 308 ,              335 ,                 113 ,          0.3 ,       1 ,    7   ,météo très défavorable ,17:07:00 ,07:11:00 ,4
2019-02-06 ,-7                ,-15               ,                8 ,-15                   ,-11                ,-8                    ,                5.3 ,                  96 ,            6.375 ,           1028 ,                64.5   ,              0 ,             0 ,-20            ,                 116 ,              332 ,                 338 ,          4.5 ,       2 ,    3.7 ,météo très défavorable ,17:08:00 ,07:09:00 ,-13
2019-02-07 ,-1                ,-7                ,               13 ,-7                    ,-3                 ,-1                    ,                3.3 ,                  98 ,            3     ,           1021 ,                94.5   ,              0 ,             0 ,-10            ,                 350 ,              284 ,                 284 ,          2.3 ,       1 ,    3.8 ,météo très défavorable ,17:09:00 ,07:08:00 ,-7
2019-02-08 ,4                 ,-9                ,               41 ,4                     ,0                  ,-5                    ,                6.7 ,                 100 ,            3.75  ,           1015 ,                81.5   ,              4 ,             4 ,-9             ,                 296 ,              230 ,                 230 ,          0   ,       1 ,    3.8 ,météo très défavorable ,17:11:00 ,07:07:00 ,3
2019-02-09 ,-9                ,-14               ,               31 ,-14                   ,-9                 ,-11                   ,                0.3 ,                  77 ,            7     ,           1037 ,                38.125 ,              0 ,             0 ,-24            ,                 227 ,              113 ,                 113 ,          0   ,       1 ,    8.7 ,météo très défavorable ,17:12:00 ,07:05:00 ,-13
2019-02-10 ,-8                ,-16               ,               17 ,-16                   ,-9                 ,-10                   ,                0   ,                  92 ,           10     ,           1037 ,                44.625 ,              0 ,             0 ,-23            ,                 116 ,              119 ,                 113 ,          0   ,       2 ,    5.4 ,météo très défavorable ,17:14:00 ,07:04:00 ,-15
2019-02-11 ,-9                ,-17               ,                9 ,-17                   ,-9                 ,-15                   ,                0   ,                  89 ,           10     ,           1036 ,                15     ,              0 ,             0 ,-22            ,                 113 ,              113 ,                 113 ,          0   ,       2 ,    8.7 ,météo très défavorable ,17:15:00 ,07:02:00 ,-14
2019-02-12 ,-5                ,-21               ,               17 ,-21                   ,-14                ,-6                    ,                9.7 ,                  92 ,            7.375 ,           1036 ,                67.375 ,              0 ,             0 ,-28            ,                 122 ,              119 ,                 338 ,          8.2 ,       2 ,    5.4 ,météo très défavorable ,17:17:00 ,07:01:00 ,-21
2019-02-13 ,0                 ,-5                ,               19 ,-3                    ,0                  ,-4                    ,               35.9 ,                  97 ,            2.75  ,           1009 ,                96.625 ,              0 ,             0 ,-7             ,                 338 ,              338 ,                 338 ,         30.5 ,       1 ,    4   ,météo très défavorable ,17:18:00 ,06:59:00 ,-4
2019-02-14 ,-5                ,-10               ,               22 ,-10                   ,-5                 ,-9                    ,                0.1 ,                  91 ,            9.625 ,           1017 ,                60.75  ,              0 ,             0 ,-17            ,                 122 ,              119 ,                 113 ,          0.1 ,       1 ,    5.6 ,météo très défavorable ,17:20:00 ,06:58:00 ,-10
2019-02-15 ,3                 ,-9                ,               20 ,-4                    ,3                  ,1                     ,               11   ,                  99 ,            7.75  ,           1015 ,                75.125 ,              3 ,             2 ,-8             ,                 338 ,              302 ,                 335 ,          2.7 ,       1 ,    4   ,météo très défavorable ,17:21:00 ,06:56:00 ,-6
2019-02-16 ,-4                ,-12               ,               20 ,-5                    ,-5                 ,-8                    ,                0.1 ,                  88 ,           10     ,           1019 ,                61.75  ,              0 ,             0 ,-12            ,                 119 ,              122 ,                 116 ,          0.1 ,       2 ,    4   ,météo très défavorable ,17:23:00 ,06:55:00 ,-4
2019-02-17 ,-9                ,-18               ,                9 ,-18                   ,-9                 ,-14                   ,                0   ,                  87 ,           10     ,           1025 ,                28     ,              0 ,             0 ,-22            ,                 113 ,              113 ,                 119 ,          0   ,       2 ,    8.7 ,météo très défavorable ,17:24:00 ,06:53:00 ,-16
2019-02-18 ,-9                ,-16               ,               14 ,-14                   ,-10                ,-12                   ,                0.3 ,                  90 ,            8.75  ,           1028 ,                68.125 ,              0 ,             0 ,-22            ,                 122 ,              332 ,                 332 ,          0.3 ,       2 ,    4   ,météo très défavorable ,17:26:00 ,06:52:00 ,-15
2019-02-19 ,-11               ,-21               ,               11 ,-21                   ,-12                ,-14                   ,                0   ,                  90 ,           10     ,           1036 ,                20.25  ,              0 ,             0 ,-27            ,                 113 ,              116 ,                 113 ,          0   ,       2 ,    8.7 ,météo très défavorable ,17:27:00 ,06:50:00 ,-18
2019-02-20 ,-6                ,-17               ,                8 ,-17                   ,-6                 ,-7                    ,                0   ,                  97 ,            7.75  ,           1036 ,                58.875 ,              0 ,             0 ,-22            ,                 260 ,              116 ,                 116 ,          0   ,       2 ,    5.6 ,météo très défavorable ,17:28:00 ,06:48:00 ,-16
2019-02-21 ,2                 ,-7                ,               19 ,-2                    ,2                  ,0                     ,               12.2 ,                 100 ,            4.25  ,           1017 ,                81     ,              2 ,             2 ,-7             ,                 338 ,              338 ,                 116 ,         10.4 ,       1 ,    5.6 ,météo très défavorable ,17:30:00 ,06:47:00 ,-5
2019-02-22 ,-2                ,-11               ,               12 ,-11                   ,-3                 ,-4                    ,                0.1 ,                  89 ,            9.875 ,           1033 ,                37.625 ,              0 ,             0 ,-15            ,                 113 ,              116 ,                 119 ,          0   ,       1 ,    7.2 ,météo très défavorable ,17:31:00 ,06:45:00 ,-9
2019-02-23 ,-1                ,-11               ,               11 ,-11                   ,-1                 ,-5                    ,                0   ,                  98 ,            8.75  ,           1034 ,                68     ,              0 ,             0 ,-13            ,                 119 ,              260 ,                 122 ,          0   ,       2 ,    5.6 ,météo très défavorable ,17:33:00 ,06:43:00 ,-10
2019-02-24 ,2                 ,-4                ,               20 ,-1                    ,2                  ,2                     ,               34.7 ,                 100 ,            6.5   ,           1022 ,                91.125 ,              2 ,             2 ,-6             ,                 350 ,              320 ,                 308 ,          4   ,       2 ,    4.1 ,météo très défavorable ,17:34:00 ,06:41:00 ,-3
2019-02-25 ,0                 ,-13               ,               37 ,-2                    ,-5                 ,-10                   ,                3.1 ,                  82 ,            1.25  ,           1017 ,                93.625 ,              0 ,             0 ,-16            ,                 230 ,              230 ,                 230 ,          0   ,       1 ,    4.1 ,météo très défavorable ,17:36:00 ,06:40:00 ,-1
2019-02-26 ,-13               ,-20               ,               24 ,-19                   ,-14                ,-17                   ,                0.2 ,                  80 ,           10     ,           1033 ,                30.25  ,              0 ,             0 ,-28            ,                 113 ,              122 ,                 113 ,          0.1 ,       2 ,    5.6 ,météo très défavorable ,17:37:00 ,06:38:00 ,-16
2019-02-27 ,-13               ,-24               ,               12 ,-24                   ,-13                ,-17                   ,                0   ,                  88 ,           10     ,           1036 ,                47.625 ,              0 ,             0 ,-30            ,                 113 ,              119 ,                 119 ,          0   ,       2 ,    5.7 ,météo très défavorable ,17:38:00 ,06:36:00 ,-23
2019-02-28 ,-9                ,-22               ,               10 ,-22                   ,-9                 ,-13                   ,                0   ,                  90 ,           10     ,           1028 ,                18.25  ,              0 ,             0 ,-26            ,                 113 ,              113 ,                 113 ,          0   ,       1 ,    8.7 ,météo très défavorable ,17:40:00 ,06:35:00 ,-20
2019-03-01 ,-3                ,-16               ,               10 ,-16                   ,-4                 ,-10                   ,                0   ,                  85 ,           10     ,           1028 ,                22.875 ,              0 ,             0 ,-20            ,                 116 ,              113 ,                 116 ,          0   ,       2 ,    8.7 ,météo très défavorable ,17:41:00 ,06:33:00 ,-16
2019-03-02 ,-2                ,-12               ,               12 ,-12                   ,-3                 ,-4                    ,                0.6 ,                  93 ,            8.375 ,           1026 ,                77.75  ,              0 ,             0 ,-18            ,                 116 ,              122 ,                 332 ,          0.5 ,       1 ,    4.2 ,météo très défavorable ,17:43:00 ,06:31:00 ,-10
2019-03-03 ,-2                ,-9                ,               20 ,-9                    ,-2                 ,-5                    ,                1.8 ,                  96 ,            6.375 ,           1019 ,                81.5   ,              0 ,             0 ,-14            ,                 143 ,              119 ,                 119 ,          1.5 ,       1 ,    5.7 ,météo très défavorable ,17:44:00 ,06:29:00 ,-7
2019-03-04 ,-3                ,-11               ,               20 ,-8                    ,-3                 ,-9                    ,                3.3 ,                  98 ,            7     ,           1013 ,                54.625 ,              0 ,             0 ,-13            ,                 338 ,              323 ,                 113 ,          2.7 ,       1 ,    7.2 ,météo très défavorable ,17:45:00 ,06:27:00 ,-7
2019-03-05 ,-8                ,-17               ,               13 ,-17                   ,-8                 ,-10                   ,                0.5 ,                  92 ,            8.375 ,           1016 ,                68     ,              0 ,             0 ,-24            ,                 116 ,              122 ,                 332 ,          0.4 ,       2 ,    5.7 ,météo très défavorable ,17:47:00 ,06:26:00 ,-15
2019-03-06 ,-10               ,-16               ,               19 ,-16                   ,-10                ,-13                   ,                0.3 ,                  88 ,            9     ,           1021 ,                51.25  ,              0 ,             0 ,-25            ,                 113 ,              116 ,                 323 ,          0.3 ,       1 ,    7.2 ,météo très défavorable ,17:48:00 ,06:24:00 ,-16
2019-03-07 ,-9                ,-20               ,               18 ,-20                   ,-10                ,-12                   ,                0   ,                  91 ,           10     ,           1024 ,                63     ,              0 ,             0 ,-25            ,                 122 ,              119 ,                 323 ,          0   ,       2 ,    5.7 ,météo très défavorable ,17:49:00 ,06:22:00 ,-20
2019-03-08 ,-3                ,-15               ,               24 ,-15                   ,-4                 ,-6                    ,                0   ,                  91 ,           10     ,           1026 ,                36.875 ,              0 ,             0 ,-23            ,                 116 ,              119 ,                 113 ,          0   ,       2 ,    5.7 ,météo très défavorable ,17:51:00 ,06:20:00 ,-14
2019-03-09 ,-3                ,-11               ,               14 ,-11                   ,-3                 ,-9                    ,                0   ,                  93 ,           10     ,           1032 ,                17.5   ,              0 ,             0 ,-16            ,                 113 ,              116 ,                 113 ,          0   ,       2 ,    8.7 ,météo très défavorable ,17:52:00 ,06:18:00 ,-9
2019-03-10 ,2                 ,-11               ,               19 ,-5                    ,0                  ,2                     ,               40.5 ,                  96 ,            5     ,           1029 ,                89.25  ,              2 ,             0 ,-10            ,                 332 ,              338 ,                 302 ,         29.4 ,       1 ,    4.3 ,météo très défavorable ,17:53:00 ,06:16:00 ,-10
2019-03-11 ,2                 ,-4                ,               28 ,1                     ,2                  ,-2                    ,                4.7 ,                  94 ,            2.5   ,           1015 ,                97     ,              2 ,             1 ,-5             ,                 338 ,              338 ,                 338 ,          3.6 ,       1 ,    4.3 ,météo très défavorable ,17:55:00 ,06:15:00 ,1
2019-03-12 ,-2                ,-9                ,               17 ,-9                    ,-3                 ,-5                    ,                1.1 ,                  88 ,            8.375 ,           1025 ,                56.375 ,              0 ,             0 ,-16            ,                 329 ,              119 ,                 368 ,          0.9 ,       1 ,    5.8 ,météo très défavorable ,17:56:00 ,06:13:00 ,-7
2019-03-13 ,1                 ,-8                ,               10 ,-8                    ,1                  ,0                     ,                2   ,                 100 ,            6.75  ,           1027 ,                60.875 ,              1 ,             1 ,-12            ,                 116 ,              248 ,                 338 ,          1.6 ,       2 ,    4.3 ,météo très défavorable ,17:57:00 ,06:11:00 ,-8
2019-03-14 ,3                 ,-4                ,               10 ,-4                    ,2                  ,2                     ,                0.3 ,                 100 ,            5     ,           1024 ,                62.625 ,              3 ,             3 ,-8             ,                 113 ,              248 ,                 248 ,          0   ,       2 ,    4.3 ,météo très défavorable ,17:59:00 ,06:09:00 ,-4
2019-03-15 ,8                 ,3                 ,               24 ,5                     ,8                  ,4                     ,               10.1 ,                 100 ,            8.125 ,           1008 ,                71.875 ,              8 ,             7 ,1              ,                 302 ,              353 ,                 119 ,          0   ,       3 ,    8.8 ,météo très défavorable ,18:00:00 ,06:07:00 ,5
2019-03-16 ,3                 ,-5                ,               33 ,-1                    ,-1                 ,-1                    ,                0.8 ,                  76 ,            7.375 ,           1016 ,                85.875 ,              3 ,             1 ,-9             ,                 230 ,              326 ,                 326 ,          0.2 ,       1 ,    7.4 ,météo très défavorable ,18:01:00 ,06:05:00 ,1
2019-03-17 ,-3                ,-9                ,               22 ,-9                    ,-4                 ,-5                    ,                0.4 ,                  82 ,            9.125 ,           1021 ,                48.125 ,              0 ,             0 ,-15            ,                 113 ,              368 ,                 371 ,          0.3 ,       1 ,    6   ,météo très défavorable ,18:03:00 ,06:03:00 ,-9
2019-03-18 ,-2                ,-9                ,               14 ,-9                    ,-3                 ,-5                    ,                0   ,                  87 ,           10     ,           1027 ,                14.375 ,              0 ,             0 ,-14            ,                 113 ,              113 ,                 113 ,          0   ,       2 ,   11.6 ,météo très défavorable ,18:04:00 ,06:02:00 ,-9
2019-03-19 ,-1                ,-11               ,               10 ,-10                   ,-2                 ,-5                    ,                0   ,                  83 ,           10     ,           1030 ,                19.625 ,              0 ,             0 ,-10            ,                 113 ,              113 ,                 113 ,          0   ,       2 ,   12.1 ,météo très défavorable ,18:05:00 ,06:00:00 ,-11
2019-03-20 ,4                 ,-7                ,                9 ,-6                    ,3                  ,1                     ,                0   ,                  99 ,            6.75  ,           1028 ,                36.5   ,              4 ,             3 ,-9             ,                 113 ,              248 ,                 113 ,          0   ,       2 ,   12.5 ,météo très défavorable ,18:06:00 ,05:58:00 ,-7
2019-03-21 ,5                 ,0                 ,                9 ,1                     ,5                  ,4                     ,                3.7 ,                  99 ,            6.375 ,           1021 ,                98.375 ,              5 ,             3 ,-3             ,                 266 ,              122 ,                 266 ,          0   ,       1 ,    7.8 ,météo très défavorable ,18:08:00 ,05:56:00 ,0
2019-03-22 ,3                 ,1                 ,               15 ,1                     ,2                  ,3                     ,               32.3 ,                  98 ,            5     ,           1007 ,               100     ,              3 ,             1 ,-2             ,                 296 ,              338 ,                 308 ,          6.2 ,       1 ,    7.8 ,météo très défavorable ,18:09:00 ,05:54:00 ,2
2019-03-23 ,2                 ,-3                ,               25 ,-1                    ,0                  ,-1                    ,                8.8 ,                  87 ,            5.75  ,           1016 ,                40.625 ,              2 ,             0 ,-9             ,                 338 ,              335 ,                 113 ,          7.5 ,       1 ,   12.6 ,météo très défavorable ,18:10:00 ,05:52:00 ,0
2019-03-24 ,3                 ,-3                ,               22 ,-2                    ,3                  ,0                     ,                3   ,                  81 ,            7.625 ,           1017 ,                68.5   ,              3 ,             0 ,-8             ,                 119 ,              326 ,                 338 ,          2.6 ,       2 ,    7.9 ,météo très défavorable ,18:12:00 ,05:50:00 ,-3
2019-03-25 ,-2                ,-7                ,               23 ,-7                    ,-3                 ,-3                    ,                0.6 ,                  82 ,            9.5   ,           1022 ,                33.25  ,              0 ,             0 ,-13            ,                 113 ,              119 ,                 323 ,          0.3 ,       1 ,   11.9 ,météo très défavorable ,18:13:00 ,05:48:00 ,-6
2019-03-26 ,-1                ,-7                ,               18 ,-7                    ,-3                 ,-3                    ,                0.3 ,                  82 ,            9.625 ,           1030 ,                 4.125 ,              0 ,             0 ,-10            ,                 113 ,              113 ,                 113 ,          0.3 ,       1 ,   12.7 ,météo très défavorable ,18:14:00 ,05:47:00 ,-7
2019-03-27 ,4                 ,-6                ,               12 ,-6                    ,2                  ,2                     ,                0   ,                  87 ,           10     ,           1033 ,                27.75  ,              4 ,             0 ,-10            ,                 116 ,              113 ,                 113 ,          0   ,       2 ,   12.7 ,météo très défavorable ,18:15:00 ,05:45:00 ,-6
2019-03-28 ,7                 ,-1                ,               19 ,1                     ,7                  ,3                     ,                5.9 ,                  71 ,            9.5   ,           1026 ,                57.5   ,              7 ,             3 ,-5             ,                 113 ,              119 ,                 302 ,          0   ,       2 ,   10.6 ,météo très défavorable ,18:17:00 ,05:43:00 ,0
2019-03-29 ,9                 ,2                 ,                9 ,2                     ,9                  ,4                     ,                6.2 ,                  98 ,            9.25  ,           1022 ,                58.5   ,              9 ,             4 ,-0             ,                 302 ,              116 ,                 182 ,          0   ,       2 ,   11.9 ,météo très défavorable ,18:18:00 ,05:41:00 ,3
2019-03-30 ,8                 ,0                 ,               14 ,0                     ,1                  ,8                     ,               21   ,                  98 ,            8.125 ,           1022 ,                85.5   ,              8 ,             6 ,-4             ,                 122 ,              308 ,                 302 ,          0   ,       2 ,    8   ,météo très défavorable ,18:19:00 ,05:39:00 ,0
2019-03-31 ,5                 ,0                 ,               22 ,5                     ,3                  ,2                     ,               15.4 ,                  95 ,            6.125 ,           1011 ,                97.625 ,              5 ,             4 ,-4             ,                 296 ,              338 ,                 326 ,          3.9 ,       1 ,    8   ,météo très défavorable ,18:21:00 ,05:37:00 ,5
